epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
150,8824.65,0.88502,0.42208,0.96616,0.91101,0.87194,0.92094,0.54231,1.43363,0.61772,1.2631,0.00160523,0.00160523,0.00160523
151,8883.22,0.87734,0.41922,0.96393,0.91314,0.87206,0.92114,0.543,1.43325,0.61685,1.26286,0.00154982,0.00154982,0.00154982
152,8942.12,0.87526,0.41868,0.96402,0.91315,0.87222,0.92089,0.54299,1.43304,0.61716,1.26285,0.00149527,0.00149527,0.00149527
153,9000.67,0.87127,0.41495,0.96051,0.9115,0.8724,0.92107,0.54351,1.43237,0.61731,1.26262,0.00144161,0.00144161,0.00144161
154,9059.22,0.87377,0.41645,0.95932,0.91074,0.87203,0.92094,0.54345,1.43241,0.61692,1.26254,0.00138883,0.00138883,0.00138883
155,9117.95,0.87089,0.41507,0.95793,0.91075,0.87211,0.92119,0.5442,1.43203,0.61726,1.26238,0.00133695,0.00133695,0.00133695
156,9176.78,0.86709,0.41487,0.95597,0.9125,0.87165,0.92116,0.5443,1.43183,0.617,1.26226,0.00128599,0.00128599,0.00128599
157,9235.35,0.86979,0.41336,0.95782,0.91308,0.87128,0.92107,0.54474,1.43166,0.61736,1.26222,0.00123596,0.00123596,0.00123596
158,9294.07,0.86412,0.41084,0.95532,0.91447,0.87128,0.921,0.5436,1.43103,0.61789,1.26207,0.00118687,0.00118687,0.00118687
159,9352.34,0.86532,0.41167,0.95932,0.91682,0.87171,0.92105,0.54419,1.43092,0.61859,1.26201,0.00113873,0.00113873,0.00113873
160,9410.76,0.85961,0.41201,0.95416,0.91821,0.87175,0.92201,0.54358,1.43082,0.61887,1.26165,0.00109156,0.00109156,0.00109156
161,9469.46,0.85668,0.40732,0.95372,0.91818,0.87115,0.92103,0.5444,1.43067,0.61969,1.26221,0.00104537,0.00104537,0.00104537
162,9528.65,0.86069,0.40951,0.95445,0.91178,0.87315,0.92179,0.54399,1.43047,0.61937,1.26163,0.00100016,0.00100016,0.00100016
163,9587.39,0.85109,0.40526,0.95309,0.91207,0.87404,0.92169,0.54431,1.43011,0.61969,1.26135,0.000955951,0.000955951,0.000955951
164,9646.05,0.84917,0.40278,0.94765,0.89436,0.89038,0.92175,0.54459,1.43025,0.61961,1.26153,0.000912754,0.000912754,0.000912754
165,9704.76,0.84526,0.40106,0.94816,0.89583,0.89125,0.92188,0.5447,1.43035,0.61996,1.26166,0.000870577,0.000870577,0.000870577
166,9763.49,0.84768,0.39973,0.94913,0.89555,0.89158,0.92238,0.54546,1.43012,0.62019,1.26187,0.000829431,0.000829431,0.000829431
167,9822.31,0.84656,0.40196,0.95017,0.89549,0.89144,0.92206,0.54539,1.42983,0.62028,1.26174,0.000789327,0.000789327,0.000789327
168,9880.72,0.84461,0.40102,0.94702,0.89581,0.89112,0.92271,0.54595,1.42967,0.62043,1.2619,0.000750274,0.000750274,0.000750274
169,9939.58,0.84023,0.39897,0.94838,0.89464,0.89052,0.922,0.54599,1.42932,0.62048,1.26197,0.000712282,0.000712282,0.000712282
170,9998.36,0.84168,0.40034,0.94745,0.89541,0.89222,0.92194,0.54591,1.42852,0.62039,1.26187,0.00067536,0.00067536,0.00067536
171,10057.1,0.83992,0.3985,0.94575,0.89567,0.89101,0.92179,0.54502,1.42925,0.62091,1.26207,0.000639518,0.000639518,0.000639518
172,10116.1,0.83848,0.39978,0.94833,0.8958,0.89236,0.92168,0.54543,1.42842,0.6209,1.26195,0.000604763,0.000604763,0.000604763
173,10174.8,0.83834,0.39646,0.94719,0.89603,0.89179,0.92143,0.54444,1.42853,0.62089,1.26205,0.000571106,0.000571106,0.000571106
174,10233.7,0.8392,0.39508,0.94696,0.89608,0.8927,0.92127,0.54443,1.42785,0.6207,1.26229,0.000538554,0.000538554,0.000538554
175,10292.3,0.8343,0.39376,0.94728,0.89669,0.89304,0.92144,0.54373,1.42786,0.62077,1.26264,0.000507115,0.000507115,0.000507115
176,10351.1,0.83148,0.39145,0.94246,0.89656,0.89329,0.92206,0.54441,1.42708,0.62087,1.26239,0.000476796,0.000476796,0.000476796
177,10410.3,0.83632,0.3962,0.94446,0.89622,0.89339,0.92197,0.54452,1.42716,0.62103,1.26258,0.000447606,0.000447606,0.000447606
178,10469.1,0.82473,0.39079,0.94216,0.89548,0.89222,0.92112,0.5447,1.42703,0.62173,1.26273,0.000419552,0.000419552,0.000419552
179,10527.5,0.82945,0.39323,0.9449,0.89524,0.89202,0.92123,0.54416,1.42616,0.62178,1.26263,0.00039264,0.00039264,0.00039264
180,10586.2,0.8271,0.39072,0.93909,0.89602,0.89231,0.92152,0.54474,1.42627,0.62205,1.26275,0.000366877,0.000366877,0.000366877
181,10645.1,0.82555,0.39262,0.94395,0.8961,0.89267,0.92194,0.54402,1.42568,0.6221,1.26281,0.00034227,0.00034227,0.00034227
